months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
481,62,IL,100/300,2000,1149.74,0,FEMALE,PhD,prof-specialty,exercise,other-relative,53837,0,Single Vehicle Collision,?,Major Damage,Fire,VA,Arlington,3,4,YES,2,3,NO,103296.65,24078.22,30050.91,49167.52,Chevrolet,1996,N
476,56,OH,250/500,500,2293.36,0,FEMALE,PhD,transport-moving,chest,wife,0,0,Single Vehicle Collision,?,Major Damage,None,NC,Northbrook,19,4,YES,0,1,NO,85851.31,19142.1,17216.09,49493.12,Accura,2006,Y
23,59,IL,100/300,1000,1343.31,0,FEMALE,MD,craft-repair,movies,own-child,92808,0,Parked Car,Front Collision,Total Loss,Ambulance,SC,Riverview,2,1,?,0,0,YES,102041.72,24007.45,22821.48,55212.79,Audi,2018,N
23,26,IN,500/1000,2000,1681.91,2000000,MALE,College,sales,reading,other-relative,0,-59307,Single Vehicle Collision,Side Collision,Trivial Damage,Ambulance,PA,Hillsdale,6,4,YES,1,3,YES,97902.98,16001.46,27708.32,54193.2,Toyota,1998,Y
489,39,OH,500/1000,2000,713.36,0,MALE,High School,armed-forces,movies,husband,13413,0,Parked Car,Rear Collision,Total Loss,Ambulance,NY,Arlington,4,4,YES,2,1,YES,108127.07,12727.19,14728.26,80671.62,Mercedes,1996,Y
3,64,OH,100/300,1000,857.66,0,MALE,College,prof-specialty,camping,own-child,94902,0,Single Vehicle Collision,?,Total Loss,Fire,WV,Northbend,13,4,YES,0,3,NO,17284.69,2469.17,4537.14,10278.38,Audi,1995,Y
322,22,IN,100/300,2000,571.78,0,MALE,JD,transport-moving,exercise,other-relative,0,-84512,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Hillsdale,23,3,?,2,0,?,10630.9,2894.14,3155.47,4581.29,Jeep,2014,N
289,29,OH,500/1000,1000,1348.74,0,FEMALE,Masters,priv-house-serv,exercise,wife,99612,0,Parked Car,?,Major Damage,Fire,NC,Northbend,23,2,YES,2,2,?,87959.98,23376.74,26164.31,38418.93,Dodge,2022,N
440,18,IN,250/500,1000,2477.84,0,FEMALE,High School,exec-managerial,cross-fit,husband,59608,-51374,Single Vehicle Collision,?,Minor Damage,None,OH,Northbend,13,2,YES,2,1,NO,54524.19,7890.79,15261.28,31372.12,Chevrolet,2008,Y
432,61,OH,100/300,500,2247.75,0,MALE,Associate,tech-support,paintball,wife,0,-87629,Multi-vehicle Collision,Front Collision,Minor Damage,None,SC,Arlington,0,4,NO,1,0,?,100058.29,10575.44,22454.94,67027.91,Audi,2000,N
470,39,IN,500/1000,500,1765.82,0,FEMALE,MD,machine-op-inspct,reading,unmarried,0,0,Single Vehicle Collision,?,Major Damage,Fire,VA,Northbend,15,1,?,1,0,YES,63516.13,14780.59,14098.05,34637.49,Mercedes,1996,N
180,55,IL,500/1000,500,2222.19,3000000,MALE,College,priv-house-serv,golf,unmarried,0,0,Multi-vehicle Collision,Front Collision,Major Damage,None,NY,Northbend,4,4,?,1,3,NO,118398.35,17041.56,28724.91,72631.88,Suburu,2009,N
247,68,IL,250/500,1000,1688.34,4000000,MALE,MD,prof-specialty,cross-fit,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbrook,14,1,NO,1,1,YES,11529.11,2289.89,3384.33,5854.89,Saab,2013,N
115,36,IL,500/1000,1000,1237.54,0,FEMALE,Masters,transport-moving,cross-fit,own-child,0,-87525,Vehicle Theft,Side Collision,Major Damage,Fire,NY,Northbend,19,4,YES,2,2,?,70773.54,13291.88,17869.18,39612.48,Ford,2020,N
278,33,OH,100/300,2000,847.09,4000000,MALE,JD,tech-support,sleeping,not-in-family,49899,0,Multi-vehicle Collision,?,Minor Damage,Fire,NC,Arlington,21,2,YES,1,1,?,58922.55,13721.37,10968.08,34233.1,Audi,2010,N
364,48,IN,500/1000,500,1806.1,0,MALE,High School,sales,chess,own-child,0,-49194,Single Vehicle Collision,Front Collision,Total Loss,None,NC,Hillsdale,6,3,?,1,2,NO,23590.78,4018.69,3658.5,15913.59,Volkswagen,2013,Y
68,68,IN,500/1000,500,886.1,0,MALE,Associate,tech-support,golf,other-relative,0,-29497,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Riverview,4,2,NO,2,1,?,100090.38,18758.57,10747.88,70583.93,Saab,2018,Y
350,20,IL,500/1000,2000,1334.86,0,FEMALE,Masters,transport-moving,chest,other-relative,29758,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,PA,Northbrook,4,4,YES,2,2,NO,86200.36,22917.07,21979.13,41304.16,Chevrolet,2005,Y
253,40,IL,500/1000,500,2151.6,0,MALE,MD,exec-managerial,paintball,not-in-family,76986,0,Multi-vehicle Collision,?,Total Loss,Other,NY,Springfield,8,1,NO,1,3,YES,34346.08,5591.25,9075.72,19679.11,Volkswagen,2000,Y
180,59,IL,250/500,500,758.46,2000000,MALE,Masters,armed-forces,camping,husband,0,0,Parked Car,Side Collision,Total Loss,Police,WV,Northbend,7,1,YES,2,0,?,18915.02,2598.43,3658.74,12657.85,Toyota,1997,N
317,35,IN,100/300,500,758.04,2000000,FEMALE,PhD,priv-house-serv,reading,wife,125,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,PA,Northbrook,7,3,YES,2,3,YES,56831.9,10040.89,5822.08,40968.93,Ford,2005,Y
168,43,IL,500/1000,2000,948.8,0,FEMALE,High School,armed-forces,exercise,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,None,OH,Arlington,15,1,?,0,0,NO,11740.93,1791.89,1884.69,8064.35,Nissan,2007,Y
312,30,OH,100/300,500,1603.83,0,FEMALE,Associate,exec-managerial,paintball,wife,0,-3458,Single Vehicle Collision,Side Collision,Total Loss,None,WV,Springfield,4,4,YES,1,0,YES,16977.85,4768.2,3696.13,8513.52,Jeep,2004,Y
248,35,IL,250/500,1000,1003.45,0,FEMALE,PhD,prof-specialty,cross-fit,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Riverview,16,2,YES,1,1,?,23496.81,2400.37,6787.36,14309.08,Ford,2021,Y
187,20,IL,100/300,500,1506.4,2000000,FEMALE,High School,transport-moving,base-jumping,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Arlington,7,1,YES,0,2,?,16904.09,4478.14,4597.91,7828.04,Volkswagen,1999,N
53,40,IN,250/500,1000,1103.97,0,FEMALE,PhD,machine-op-inspct,chest,other-relative,20282,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,17,1,?,0,3,NO,87932.53,13066.79,16319.31,58546.43,Mercedes,2021,N
325,20,OH,100/300,500,1512.48,0,FEMALE,Masters,other-service,paintball,own-child,0,-50777,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Hillsdale,13,1,NO,1,1,?,41765.45,6451.09,9618.23,25696.13,Nissan,1996,N
356,72,IN,100/300,1000,1055.26,0,MALE,Associate,sales,base-jumping,own-child,0,-53089,Parked Car,Front Collision,Major Damage,Police,PA,Arlington,11,2,YES,1,2,YES,26919.18,3273.49,5959.91,17685.78,BMW,2001,N
312,42,OH,500/1000,500,2460.02,3000000,FEMALE,College,priv-house-serv,chest,husband,0,-51625,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,OH,Northbend,18,4,?,2,1,?,21570.37,4406.51,4760.6,12403.26,Suburu,1995,N
137,44,OH,100/300,1000,1485.44,0,MALE,Masters,exec-managerial,chess,unmarried,0,0,Multi-vehicle Collision,?,Major Damage,None,VA,Arlington,18,1,NO,2,3,YES,114509.01,12495.46,27490.93,74522.62,Audi,2001,N
167,61,IL,500/1000,1000,1987.29,1000000,MALE,Masters,exec-managerial,base-jumping,husband,20138,-52917,Single Vehicle Collision,Side Collision,Trivial Damage,Police,NY,Northbend,18,4,YES,1,0,?,43785.32,8203.53,7315.09,28266.7,Chevrolet,2003,Y
390,44,IL,500/1000,500,1901.09,0,FEMALE,JD,other-service,camping,wife,0,0,Vehicle Theft,?,Minor Damage,None,VA,Northbend,11,3,?,0,2,YES,83662.82,20630.56,12515.19,50517.07,BMW,2002,N
102,69,IN,100/300,2000,1481.12,0,MALE,High School,machine-op-inspct,camping,other-relative,70812,-85437,Vehicle Theft,Side Collision,Minor Damage,None,NC,Northbend,4,4,NO,2,1,YES,4095.64,997.47,961.87,2136.3,Saab,2016,N
421,56,IN,500/1000,500,977.72,0,MALE,Associate,exec-managerial,cross-fit,own-child,0,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Other,WV,Northbrook,13,3,YES,1,3,?,77897.44,9848.71,23329.6,44719.13,Suburu,2022,Y
84,42,IN,100/300,2000,1521.44,0,FEMALE,Associate,craft-repair,cross-fit,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Riverview,7,2,?,2,0,YES,60277.69,10111.98,11311.17,38854.54,Ford,2004,N
316,41,OH,500/1000,2000,1861.94,0,MALE,Masters,armed-forces,camping,unmarried,0,-47822,Multi-vehicle Collision,Side Collision,Major Damage,Fire,OH,Springfield,16,4,NO,1,2,?,89851.08,23155.93,18993.12,47702.03,Volkswagen,2002,N
211,25,IN,500/1000,2000,1419.84,0,MALE,JD,prof-specialty,chest,not-in-family,0,0,Multi-vehicle Collision,?,Trivial Damage,Police,PA,Springfield,11,1,?,1,3,?,60836.19,7844.47,15893.73,37097.99,Ford,2005,N
2,26,OH,250/500,2000,663.85,0,MALE,Associate,armed-forces,chess,other-relative,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,Ambulance,PA,Northbend,23,2,?,1,3,?,50898.82,7255.54,13432.03,30211.25,BMW,1997,Y
383,63,OH,250/500,2000,535.97,0,FEMALE,MD,other-service,reading,other-relative,37013,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Hillsdale,10,2,NO,0,0,?,112849.22,15493.0,26775.56,70580.66,Nissan,2009,N
178,54,OH,100/300,2000,1155.75,0,FEMALE,JD,armed-forces,chest,not-in-family,2156,-81826,Single Vehicle Collision,Front Collision,Trivial Damage,Other,NC,Hillsdale,5,1,NO,2,3,?,14302.88,4078.82,3623.17,6600.89,Honda,2009,N
341,47,OH,500/1000,500,800.45,0,FEMALE,Associate,sales,movies,unmarried,0,-15934,Parked Car,Front Collision,Major Damage,Police,PA,Springfield,14,3,NO,2,1,YES,105374.62,11216.42,14096.78,80061.42,Accura,1995,Y
302,70,OH,250/500,1000,2312.38,0,MALE,Masters,machine-op-inspct,base-jumping,unmarried,0,0,Single Vehicle Collision,Front Collision,Trivial Damage,Police,SC,Northbend,0,1,NO,0,2,YES,107848.95,13152.6,12203.13,82493.22,Saab,1996,Y
451,36,IL,250/500,1000,851.67,0,MALE,MD,craft-repair,chess,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Hillsdale,7,2,YES,2,2,NO,96300.15,28656.09,14826.37,52817.69,Honda,2017,N
475,70,OH,250/500,500,1288.57,0,FEMALE,JD,machine-op-inspct,base-jumping,own-child,76268,-67426,Single Vehicle Collision,Side Collision,Minor Damage,Police,OH,Northbend,5,3,NO,1,2,NO,92828.34,22639.45,14554.48,55634.41,Nissan,2005,Y
331,33,OH,500/1000,500,1924.16,0,FEMALE,MD,exec-managerial,base-jumping,other-relative,0,-14915,Multi-vehicle Collision,?,Major Damage,Other,NC,Springfield,15,4,?,0,1,YES,112622.09,27248.3,32232.49,53141.3,Dodge,2007,N
37,41,IL,100/300,500,2130.84,0,MALE,High School,other-service,exercise,wife,0,0,Parked Car,Rear Collision,Total Loss,None,NY,Springfield,14,3,?,1,2,YES,103019.61,16144.4,11194.48,75680.73,Suburu,2021,N
498,61,IL,500/1000,2000,1455.43,0,MALE,Masters,sales,reading,wife,79344,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,WV,Columbus,16,4,?,0,0,?,10047.36,2278.56,1248.69,6520.11,Suburu,1998,N
419,38,IL,500/1000,2000,862.27,0,MALE,Associate,transport-moving,movies,other-relative,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Riverview,0,3,YES,0,3,?,83502.94,16051.79,14111.75,53339.4,BMW,2017,N
238,53,IN,250/500,1000,1041.79,0,MALE,College,other-service,sleeping,other-relative,57451,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbrook,19,1,?,0,2,YES,108877.11,17909.95,30437.5,60529.66,Audi,2001,N
168,57,IN,500/1000,500,1337.94,0,MALE,MD,exec-managerial,exercise,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9,1,YES,0,0,NO,26543.42,3027.7,3126.21,20389.51,Audi,2017,N
452,56,OH,500/1000,1000,1229.19,4000000,FEMALE,Masters,sales,camping,wife,0,-7301,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,18,4,YES,2,3,NO,94055.16,28140.67,15166.18,50748.31,Honda,1995,N
396,64,OH,250/500,1000,1197.35,0,FEMALE,High School,craft-repair,chest,unmarried,53141,0,Single Vehicle Collision,?,Total Loss,Other,NY,Columbus,2,2,?,2,1,NO,16220.18,1859.12,3747.62,10613.44,Honda,2018,Y
342,23,OH,250/500,2000,763.71,0,MALE,PhD,machine-op-inspct,movies,husband,70506,0,Vehicle Theft,Side Collision,Total Loss,None,NC,Columbus,15,3,?,0,1,YES,29885.97,6079.41,5217.8,18588.76,Audi,1996,N
313,22,OH,500/1000,2000,2326.62,0,MALE,PhD,priv-house-serv,chess,husband,0,0,Vehicle Theft,?,Minor Damage,None,NY,Riverview,10,1,?,1,2,?,18769.05,3792.53,4269.11,10707.41,Volkswagen,2004,N
305,31,IL,250/500,1000,559.51,0,MALE,Associate,sales,sleeping,not-in-family,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbrook,6,4,?,1,0,?,3171.36,779.92,649.09,1742.35,Saab,2011,Y
29,70,IN,100/300,2000,1380.0,4000000,FEMALE,PhD,priv-house-serv,camping,other-relative,53916,-10757,Single Vehicle Collision,?,Minor Damage,Other,PA,Springfield,9,3,?,1,1,NO,715.01,97.17,186.37,431.47,Chevrolet,2006,N
189,62,IL,100/300,2000,2460.64,0,FEMALE,MD,exec-managerial,paintball,own-child,85313,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Springfield,18,2,YES,1,3,NO,85626.64,23534.6,9522.02,52570.02,Volkswagen,2014,Y
356,59,IN,100/300,2000,1819.45,0,MALE,College,machine-op-inspct,sleeping,husband,78349,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,11,1,?,2,0,NO,78236.21,20133.17,20235.33,37867.71,Ford,2018,Y
24,67,IL,100/300,1000,1210.82,0,MALE,MD,exec-managerial,reading,other-relative,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Other,VA,Springfield,0,4,NO,1,1,YES,72911.23,15772.0,21637.64,35501.59,Dodge,2019,N
111,21,OH,100/300,1000,792.2,3000000,MALE,Masters,sales,cross-fit,husband,0,-11705,Single Vehicle Collision,?,Total Loss,Police,SC,Springfield,1,4,YES,2,1,YES,19565.93,4344.34,2714.6,12506.99,Volkswagen,2019,N
410,25,IN,250/500,1000,2427.75,0,FEMALE,Associate,other-service,base-jumping,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Springfield,6,2,?,0,3,NO,45998.33,7781.44,10230.3,27986.59,Audi,2021,Y
434,41,OH,250/500,500,527.97,0,FEMALE,College,machine-op-inspct,cross-fit,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverview,14,4,NO,0,0,YES,114144.32,13357.54,22896.06,77890.72,Volkswagen,2013,Y
205,28,IN,100/300,1000,1862.78,0,FEMALE,Masters,craft-repair,exercise,other-relative,0,-81817,Single Vehicle Collision,Front Collision,Trivial Damage,Other,VA,Northbrook,13,1,NO,2,2,YES,114908.55,16535.34,33153.95,65219.26,Mercedes,2002,Y
184,34,IN,100/300,2000,2260.27,0,MALE,College,armed-forces,sleeping,own-child,0,0,Vehicle Theft,Side Collision,Major Damage,Ambulance,WV,Riverview,15,2,YES,1,2,YES,84286.19,20746.77,12705.9,50833.52,Jeep,2003,N
381,67,OH,100/300,1000,550.32,0,MALE,Masters,other-service,chess,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,PA,Northbend,4,4,NO,1,1,YES,38088.99,4010.0,9816.97,24262.02,Mercedes,2019,N
495,38,OH,250/500,500,1950.35,0,FEMALE,JD,sales,paintball,unmarried,0,0,Vehicle Theft,Front Collision,Trivial Damage,Ambulance,VA,Northbend,9,2,NO,1,0,YES,64406.03,8110.53,14174.89,42120.61,Nissan,2010,N
378,74,OH,250/500,2000,2497.68,0,FEMALE,Associate,prof-specialty,chest,own-child,83756,0,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,7,1,YES,1,2,YES,3960.15,1085.34,527.92,2346.89,Suburu,2011,Y
46,43,IL,500/1000,1000,1779.28,0,FEMALE,College,machine-op-inspct,paintball,own-child,5415,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,21,1,YES,1,3,YES,98761.78,26116.4,15597.92,57047.46,Mercedes,2011,Y
373,60,IN,500/1000,1000,1329.36,0,FEMALE,College,sales,reading,own-child,0,0,Vehicle Theft,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,13,4,?,2,1,?,81026.73,20979.7,12826.15,47220.88,Suburu,2013,N
227,65,IN,500/1000,2000,2248.8,0,MALE,Masters,tech-support,reading,wife,77245,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,6,3,NO,1,2,NO,57154.53,11909.41,6906.55,38338.57,Mercedes,1995,N
38,61,IN,500/1000,1000,1608.36,4000000,MALE,College,craft-repair,cross-fit,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,NC,Northbrook,23,4,?,0,0,YES,31386.0,8242.34,8176.82,14966.84,Mercedes,2000,N
15,62,OH,250/500,500,1998.88,0,MALE,PhD,other-service,base-jumping,wife,0,-19239,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbrook,7,2,YES,2,2,?,100942.49,21228.11,29545.18,50169.2,Audi,1998,N
21,44,IN,250/500,2000,1675.56,0,MALE,High School,machine-op-inspct,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Columbus,17,1,YES,1,1,NO,108170.76,20295.47,23307.4,64567.89,Toyota,2013,N
212,33,IN,250/500,1000,576.58,2000000,FEMALE,Masters,exec-managerial,cross-fit,wife,0,-5633,Single Vehicle Collision,?,Major Damage,Fire,OH,Hillsdale,11,4,?,0,1,NO,11386.79,3350.25,1145.81,6890.73,Chevrolet,2022,Y
309,72,OH,250/500,2000,926.29,1000000,MALE,College,exec-managerial,chest,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,5,3,NO,2,3,NO,114739.32,33967.98,11688.55,69082.79,Suburu,2016,N
148,43,OH,100/300,1000,657.53,0,FEMALE,MD,transport-moving,sleeping,not-in-family,0,-73253,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Riverview,22,2,YES,1,2,YES,31603.45,4551.13,3994.29,23058.03,Mercedes,2010,N
455,70,IN,500/1000,1000,713.38,0,FEMALE,JD,prof-specialty,movies,not-in-family,43253,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Other,SC,Hillsdale,1,1,NO,1,2,?,65324.15,10140.86,11672.46,43510.83,Suburu,2018,Y
240,50,IL,250/500,2000,530.81,3000000,MALE,MD,armed-forces,chest,not-in-family,65300,0,Single Vehicle Collision,Front Collision,Major Damage,None,VA,Springfield,2,4,NO,1,0,NO,86456.87,13495.38,23113.48,49848.01,Volkswagen,2018,Y
271,48,OH,250/500,1000,1342.33,0,FEMALE,JD,craft-repair,movies,wife,0,0,Single Vehicle Collision,?,Trivial Damage,None,NC,Columbus,16,1,NO,2,0,NO,33649.17,3498.78,4055.35,26095.04,Chevrolet,2021,Y
58,65,IL,500/1000,1000,857.3,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,47847,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Riverview,16,1,NO,2,0,?,81897.86,19070.38,15176.44,47651.04,Ford,2014,N
286,64,IL,250/500,2000,2211.39,0,MALE,Masters,tech-support,camping,husband,96622,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverview,15,2,NO,2,2,NO,41777.77,10384.41,9574.82,21818.54,Nissan,1999,N
425,23,IL,100/300,1000,2000.08,0,MALE,JD,priv-house-serv,chest,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Other,NY,Northbend,7,2,YES,2,1,YES,117207.21,14570.76,21168.63,81467.82,Jeep,1997,N
201,61,IL,250/500,1000,1646.35,0,MALE,Masters,transport-moving,base-jumping,not-in-family,0,-71384,Single Vehicle Collision,Side Collision,Total Loss,None,SC,Northbrook,5,4,?,2,1,?,93242.53,26088.07,19638.45,47516.01,Nissan,2004,Y
31,25,OH,500/1000,2000,1478.04,0,MALE,Associate,other-service,chest,wife,0,-40582,Multi-vehicle Collision,?,Minor Damage,Ambulance,OH,Arlington,22,1,NO,2,1,?,96053.61,12733.3,11626.59,71693.72,Ford,2001,N
442,24,IN,100/300,500,1011.74,0,FEMALE,Masters,prof-specialty,paintball,husband,74337,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,OH,Hillsdale,2,4,NO,1,1,YES,72838.24,16596.9,15754.21,40487.13,Saab,2000,N
161,51,IN,100/300,500,1449.9,1000000,MALE,Masters,armed-forces,camping,own-child,0,0,Parked Car,?,Trivial Damage,Other,VA,Arlington,15,4,YES,0,0,?,115607.04,30462.56,13401.01,71743.47,Mercedes,2020,Y
254,61,OH,500/1000,500,1782.46,0,MALE,MD,prof-specialty,chest,other-relative,0,-59946,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,17,4,YES,2,3,?,77006.96,15172.92,9046.86,52787.18,Jeep,2001,N
253,70,OH,500/1000,500,2064.46,0,MALE,Associate,craft-repair,base-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbend,3,2,?,0,3,YES,32768.77,4622.62,6491.7,21654.45,BMW,1998,N
8,31,IL,100/300,500,663.36,0,FEMALE,Masters,armed-forces,chest,wife,98046,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,OH,Riverview,19,1,YES,2,3,NO,28864.1,3202.38,3122.13,22539.59,BMW,2005,N
464,33,IL,250/500,500,1916.93,2000000,MALE,College,machine-op-inspct,chess,husband,0,-975,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverview,7,4,NO,1,1,?,107598.69,23073.36,24386.46,60138.87,Accura,2012,Y
138,60,OH,500/1000,2000,1985.46,0,FEMALE,PhD,transport-moving,camping,not-in-family,0,-24555,Single Vehicle Collision,?,Total Loss,Other,NC,Northbrook,17,2,NO,0,2,?,29936.77,5335.45,8077.08,16524.24,Accura,1995,N
479,69,IN,100/300,2000,1617.94,0,FEMALE,JD,other-service,camping,husband,64199,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,13,3,?,2,0,YES,114878.55,13660.62,29379.15,71838.78,Chevrolet,2014,N
9,26,IL,500/1000,2000,928.64,0,FEMALE,Masters,craft-repair,exercise,unmarried,0,-26530,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,9,3,YES,0,1,?,85049.75,23093.86,13646.97,48308.92,Honda,1996,Y
213,27,OH,250/500,1000,1578.37,0,FEMALE,Associate,craft-repair,golf,own-child,0,-15865,Multi-vehicle Collision,Front Collision,Major Damage,None,VA,Arlington,7,2,YES,2,1,YES,5020.68,536.57,1151.89,3332.22,Chevrolet,2021,N
272,34,OH,250/500,500,1505.41,2000000,FEMALE,PhD,other-service,camping,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Riverview,3,2,YES,0,0,?,6495.68,1660.33,1307.69,3527.66,Audi,2005,N
323,29,OH,100/300,500,1451.42,0,MALE,PhD,prof-specialty,reading,wife,34531,0,Single Vehicle Collision,Rear Collision,Trivial Damage,Fire,NC,Northbrook,1,1,?,0,1,YES,16033.74,4067.59,4218.21,7747.94,Accura,2003,N
47,23,IL,250/500,2000,1421.28,0,MALE,PhD,exec-managerial,base-jumping,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,18,3,?,1,1,YES,74199.84,7467.74,21261.46,45470.64,BMW,2001,Y
435,36,OH,250/500,1000,721.65,0,FEMALE,MD,armed-forces,movies,wife,0,-39984,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,14,1,NO,1,3,NO,8821.85,1138.42,1241.35,6442.08,Toyota,1999,N
110,60,IN,250/500,1000,865.78,0,FEMALE,MD,sales,golf,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,8,1,?,0,3,?,65892.08,15652.49,6865.22,43374.37,Saab,2020,N
152,58,OH,500/1000,2000,694.66,3000000,FEMALE,PhD,other-service,reading,wife,0,-68116,Multi-vehicle Collision,Rear Collision,Trivial Damage,Ambulance,NC,Riverview,2,4,YES,0,3,YES,97340.36,18499.07,21396.54,57444.75,Mercedes,2005,N
122,70,IL,100/300,500,984.96,0,MALE,College,tech-support,cross-fit,not-in-family,0,-90028,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,23,3,NO,1,0,?,2505.15,545.02,680.91,1279.22,Dodge,2019,N
404,46,IN,100/300,1000,1026.95,0,MALE,MD,craft-repair,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Ambulance,OH,Arlington,19,4,NO,2,1,NO,41678.49,6481.6,11425.07,23771.82,Ford,2002,N
356,23,IN,100/300,500,990.15,0,FEMALE,PhD,craft-repair,golf,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,18,1,NO,0,3,YES,53131.99,7938.66,11727.93,33465.4,Mercedes,2003,N
101,42,OH,250/500,1000,921.86,0,FEMALE,PhD,tech-support,base-jumping,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Ambulance,VA,Springfield,14,2,NO,2,3,?,68192.75,14520.3,19055.93,34616.52,Dodge,2018,N
240,74,OH,500/1000,500,1970.84,0,FEMALE,High School,craft-repair,camping,husband,25848,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,None,SC,Arlington,13,1,NO,0,0,NO,89781.83,14616.57,9420.55,65744.71,Nissan,2008,Y
320,41,IN,100/300,1000,2137.13,0,MALE,MD,machine-op-inspct,cross-fit,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,20,1,NO,2,0,YES,42127.37,4282.3,11002.19,26842.88,Suburu,2018,N
190,42,OH,500/1000,500,1154.22,1000000,FEMALE,High School,sales,reading,own-child,0,-88342,Multi-vehicle Collision,Front Collision,Major Damage,Police,OH,Hillsdale,5,1,YES,1,2,?,74421.89,11198.36,12807.44,50416.09,Audi,2000,N
216,33,IL,100/300,500,1110.26,0,FEMALE,College,prof-specialty,chest,unmarried,46414,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Fire,PA,Hillsdale,8,3,YES,1,0,NO,19963.58,2953.23,2588.89,14421.46,Audi,2000,N
